District,Health Sub District,Health Facility Name
Jinja,Butembe,Wairaka
Jinja,Kagoma,All Saints Kagoma
Jinja,Jinja Municipality East,Jinja Central
Jinja,Kagoma,Kabaganda
Jinja,Jinja Municipality East,Kirinya Female
Jinja,Jinja Municipality East,Kirinya Main
Jinja,Jinja Municipality East,Kirinya Remand
Jinja,Jinja Municipality East,Kisiima Islands
Jinja,Jinja Municipality East,Masese Danida
Jinja,Jinja Municipality East,Masese Iii
Jinja,Jinja Municipality East,Masese Port
Jinja,Kagoma,Muguluka Flep
Jinja,Jinja Municipality West,Buwenda
Jinja,Jinja Municipality West,Gaddafi Barracks
Jinja,Jinja Municipality West,Ivunamba
Jinja,Jinja Municipality West,Kimaka
Jinja,Jinja Municipality West,Lwanda
Jinja,Jinja Municipality West,Mafubira
Jinja,Jinja Municipality West,Muwumba
Jinja,Jinja Municipality West,Police Barracks
Jinja,Jinja Municipality West,Wakitaka
Jinja,Kagoma,Bunawona
Jinja,Kagoma,Busegula
Jinja,Kagoma,Buwolero
Jinja,Kagoma,Bwase
Jinja,Kagoma,Kakaire
Jinja,Kagoma,Kamigo
Jinja,Kagoma,Kitanaba
Jinja,Kagoma,Magamaga
Jinja,Kagoma,Mawoito
Jinja,Kagoma,Mpungwe
Jinja,Kagoma,Mutai
Jinja,Kagoma,Nakajjo
Jinja,Kagoma,Nsozibiri
Jinja,Kiira,Bubugo
Jinja,Kiira,Budima
Jinja,Kiira,Butagaya
Jinja,Kiira,Kibibi
Jinja,Kiira,Kyomya
Jinja,Kiira,Lukolo
Jinja,Kiira,Lumuli
Jinja,Kiira,Namwendwa
Jinja,Kiira,Nawangoma
Jinja,Kiira,Wansimba
Mayuge,Bunya East,Bugoto
Mayuge,Bunya East,Bugulu
Mayuge,Bunya East,Busira
Mayuge,Bunya East,Buwaiswa
Mayuge,Bunya East,Buwaya
Mayuge,Bunya East,Buyugu
Mayuge,Bunya East,Bwalula
Mayuge,Bunya East,Kasutaime
Mayuge,Bunya East,Kigandalo
Mayuge,Bunya East,Kyoga
Mayuge,Bunya East,Maina
Mayuge,Bunya East,Muggi
Mayuge,Bunya South,Busaala
Mayuge,Bunya South,Bwondha
Mayuge,Bunya South,Kaluba
Mayuge,Bunya South,Kitovu
Mayuge,Bunya South,Kityerera
Mayuge,Bunya South,Malongo
Mayuge,Bunya South,Namoni
Mayuge,Bunya West,Baitambogwe
Mayuge,Bunya West,Bufulubi
Mayuge,Bunya West,Bukaleba
Mayuge,Bunya West,Bukatube
Mayuge,Bunya West,Buluba
Mayuge,Bunya West,Busuyi
Mayuge,Bunya West,Bute
Mayuge,Bunya West,Buyemba
Mayuge,Bunya West,Bwiwula
Mayuge,Bunya West,Kyando
Mayuge,Bunya West,Magada
Mayuge,Bunya West,Magamaga Barracks
Mayuge,Bunya West,Mayuge
Mayuge,Bunya West,Mayuge Police
Mayuge,Bunya West,Namusenwa
Mayuge,Bunya West,Nkombe
Mayuge,Bunya West,Ntinkalu
Mayuge,Bunya West,Wabulungu
Mayuge,Bunya South,Wandegeya
Mayuge,Bunya East,Mairinya
Mayuge,Bunya East,Nawampongo
Namutumba,Busiki,Bugobi
Namutumba,Busiki,Bugobi Ngo
Namutumba,Busiki,Bukonte
Namutumba,Busiki,Bukonte Pnfp
Namutumba,Busiki,Bulange
Namutumba,Busiki,Bush Fire
Namutumba,Busiki,Buwongo
Namutumba,Busiki,Buyoboya
Namutumba,Busiki,Irimbi
Namutumba,Busiki,Ivukula
Namutumba,Busiki,Kagulu
Namutumba,Busiki,Kaiti
Namutumba,Busiki,Kasedhere Nawampandu
Namutumba,Busiki,Kigalama
Namutumba,Busiki,Kigalama Ngo
Namutumba,Busiki,Kikalu
Namutumba,Busiki,Kiranga
Namutumba,Busiki,Kisimu
Namutumba,Busiki,Kisowozi
Namutumba,Busiki,Lwatama
Namutumba,Busiki,Magada
Namutumba,Busiki,Mazuba
Namutumba,Busiki,Mpurira Ngo
Namutumba,Busiki,Mulama
Namutumba,Busiki,Nabisoigi
Namutumba,Busiki,Nabitula
Namutumba,Busiki,Nakyere
Namutumba,Busiki,Namalemba Nsoola
Namutumba,Busiki,Namusita
Namutumba,Busiki,Namutumba
Namutumba,Busiki,Namutumba Pnfp
Namutumba,Busiki,Namuwondo
Namutumba,Busiki,Nangonde
Namutumba,Busiki,Nawaikona
Namutumba,Busiki,Nsinze
Bugiri,Bukooli Central,Busoga
Bugiri,Bukooli Central,Buwunga
Buyende,Budiope,Bugaya
Buyende,Budiope,Bukungu
Buyende,Budiope,Buyanja Sda
Buyende,Budiope,Buyende
Buyende,Budiope,Irapa
Buyende,Budiope,Iringa
Buyende,Budiope,Irundu
Buyende,Budiope,Joy Health Unit
Buyende,Budiope,Kagulu
Buyende,Budiope,Kakooge
Buyende,Budiope,Kidera
Buyende,Budiope,Kigingi Flep
Buyende,Budiope,Lunar Cdf
Buyende,Budiope,Namulikya
Buyende,Budiope,Ngandho
Buyende,Budiope,Nkdu
Buyende,Budiope,Nkondo
Buyende,Budiope,St. Lwanga
Buyende,Budiope,St. Mathias Mulumba
Buyende,Budiope,Wandago
Buyende,Budiope,Wesunire Cath
Buyende,Budiope,Wesunire Flep
Iganga,Iganga Municipality,Iganga
Iganga,Iganga Municipality,Iganga Islamic Centre
Iganga,Iganga Municipality,Iganga Prisons
Iganga,Iganga Municipality,Iganga Tc
Iganga,Iganga Municipality,Walugogo
Iganga,Kigulu North,Bugono
Iganga,Kigulu North,Buzaaya
Iganga,Kigulu North,Itanda
Iganga,Kigulu North,Ituba
Iganga,Kigulu North,Kasambika
Iganga,Kigulu North,Kawete
Iganga,Kigulu North,Kiringa
Iganga,Kigulu North,Kiwanyi
Iganga,Kigulu North,Nabitende
Iganga,Kigulu North,Naibiri
Iganga,Kigulu North,Nambale
Iganga,Kigulu North,Namungalwe
Iganga,Kigulu North,Namunkesu
Iganga,Kigulu North,Namunsala
Iganga,Kigulu North,Namusiisi
Iganga,Kigulu North,Nasuti
Iganga,Kigulu North,Nawandala
Iganga,Kigulu South,Bukwaya
Iganga,Kigulu South,Bulamagi
Iganga,Kigulu South,Bulubandi
Iganga,Kigulu South,Bunyiiro
Iganga,Kigulu South,Bunyiiro
Iganga,Kigulu South,Busowobi
Iganga,Kigulu South,Kakombo
Iganga,Kigulu South,Kasolo
Iganga,Kigulu South,Magogo
Iganga,Kigulu South,Mawagala
Iganga,Kigulu South,Nakalama
Iganga,Kigulu South,Nakalama Epi Centre
Iganga,Kigulu South,Nawansinge
Iganga,Kigulu South,Nawanzu
Iganga,Kigulu South,St. Peter Claver
Kaliro,Bulamogi,Budini
Kaliro,Bulamogi,Budomero
Kaliro,Bulamogi,Bumanya
Kaliro,Bulamogi,Buyinda
Kaliro,Bulamogi,Buyuge
Kaliro,Bulamogi,Dr. Ambrosoli
Kaliro,Bulamogi,Gadumire
Kaliro,Bulamogi,Kaliro
Kaliro,Bulamogi,Kaliro Town Council
Kaliro,Bulamogi,Kanankamba
Kaliro,Bulamogi,Kasokwe
Kaliro,Bulamogi,Kyani
Kaliro,Bulamogi,Nabigwali
Kaliro,Bulamogi,Nabikooli
Kaliro,Bulamogi,Namugongo
Kaliro,Bulamogi,Namwiwa
Kaliro,Bulamogi,Nansololo
Kaliro,Bulamogi,Nawaikoke
Kaliro,Bulamogi,Nawaikoke Flep
Kaliro,Bulamogi,Nawampiti
Kaliro,Bulamogi,Nawampiti Dorudo
Kamuli,Bugabula North,Balawoli
Kamuli,Bugabula North,Country Side
Kamuli,Bugabula North,Fellow Ship
Kamuli,Bugabula North,Kagumba
Kamuli,Bugabula North,Kamuli
Kamuli,Bugabula North,Kamuli Mission Hospital
Kamuli,Bugabula North,Kamuli Vsc
Kamuli,Bugabula North,Kamuli Youth Clinic
Kamuli,Bugabula North,Kasolwe
Kamuli,Bugabula North,Kawaga
Kamuli,Bugabula North,Kibuye
Kamuli,Bugabula North,Kiige
Kamuli,Bugabula North,Nabirumba
Kamuli,Bugabula North,Nabulezi
Kamuli,Bugabula North,Namaira
Kamuli,Bugabula North,Namasagali
Kamuli,Bugabula North,Namunyingi
Kamuli,Bugabula North,Nawankofu
Kamuli,Bugabula South,Budhatemwa
Kamuli,Bugabula South,Bugenywa
Kamuli,Bugabula South,Bulopa
Kamuli,Bugabula South,Bulunda
Kamuli,Bugabula South,Busota
Kamuli,Bugabula South,Butansi
Kamuli,Bugabula South,Kiinu
Kamuli,Bugabula South,Kinawampere
Kamuli,Bugabula South,Kiroba
Kamuli,Bugabula South,Kitayunjwa
Kamuli,Bugabula South,Kyeeya
Kamuli,Bugabula South,Nabirama
Kamuli,Bugabula South,Naminage
Kamuli,Bugabula South,Namisambya
Kamuli,Bugabula South,Namwendwa
Kamuli,Buzaaya,Bubago
Kamuli,Buzaaya,Bugulumbya
Kamuli,Buzaaya,Bugulumbya
Kamuli,Buzaaya,Buluya
Kamuli,Buzaaya,Bupadhengo
Kamuli,Buzaaya,Bupadhengo Flep
Kamuli,Buzaaya,Buwoya
Kamuli,Buzaaya,Kasambira
Kamuli,Buzaaya,Kisozi
Kamuli,Buzaaya,Kisozi
Kamuli,Buzaaya,Kiyunga
Kamuli,Buzaaya,Kiyunga Bukakande
Kamuli,Buzaaya,Lulyambuzi
Kamuli,Buzaaya,Luzinga
Kamuli,Buzaaya,Luzinga
Kamuli,Buzaaya,Mbulamuti
Kamuli,Buzaaya,Nankandulo
Kamuli,Buzaaya,Nawandyo
Kamuli,Buzaaya,Nawantumbi
Kamuli,Buzaaya,Nawanyago
Kamuli,Buzaaya,St. Kizito
Luuka,Luuka,Bugambo
Luuka,Luuka,Bukanga
Luuka,Luuka,Bukendi
Luuka,Luuka,Bukoova
Luuka,Luuka,Bukyangwa
Luuka,Luuka,Bulalu
Luuka,Luuka,Bulongo
Luuka,Luuka,Busalamu
Luuka,Luuka,Busalamu
Luuka,Luuka,Busanda
Luuka,Luuka,Busiiro
Luuka,Luuka,Buwologoma
Luuka,Luuka,Durudo
Luuka,Luuka,Ikonia
Luuka,Luuka,Ikumbya
Luuka,Luuka,Inuula
Luuka,Luuka,Irongo
Luuka,Luuka,Itakaibolu
Luuka,Luuka,Kalyowa
Luuka,Luuka,Kibinga
Luuka,Luuka,Kiwalazi
Luuka,Luuka,Kiyunga
Luuka,Luuka,Lwaki
Luuka,Luuka,Mawundo
Luuka,Luuka,Naigobya
Luuka,Luuka,Nairika
Luuka,Luuka,Nakiswiga
Luuka,Luuka,Nantamali
Luuka,Luuka,Nawampiti
Luuka,Luuka,Nawansega
Luuka,Luuka,Nawanyago
Luuka,Luuka,Nawanyago
Luuka,Luuka,Ntayigirwa
Luuka,Luuka,Waibuga
Mayuge,Bunya South,Sagitu
Jinja,Kagoma,Iwololo
Jinja,Kagoma,Nawampandha
Namutumba,Busiki,Ivukula Pnfp
Mayuge,Bunya South,Jagusi Island
Mayuge,Bunya South,Masolya
Luuka,Luuka,Budhana
Jinja,Jinja Municipality West,Jinja Islamic
Bugiri,Bukooli Central,Prince Kamulali Memorial
Jinja,Jinja Municipality West,Crescent Medical Center
Kamuli,Bugabula South,Nawango
Namutumba,Busiki,St Spyridon Nsinze
Jinja,Jinja Municipality West,AIDS Information Centre Jinja
Iganga,Iganga Municipality,Mercy Health Centre
Jinja,Butembe,Almeca Medicare
Jinja,Jinja Municipality West,Alshafa
Jinja,Jinja Municipality West,Dace Medical Center
Jinja,Jinja Municipality East,International Medical  Centre (IMC)
Jinja,Jinja Municipality East,Kamu Medical Centre
Jinja,Jinja Municipality East,Kym Nile International
Jinja,Jinja Municipality West,Rapha
Jinja,Jinja Municipality West,Rippon Medical Centre
Jinja,Jinja Municipality West,Sure Faith Medicare
Iganga,Kigulu North,Bethany Medical Center
Bugiri,Bukooli North,Fastline Medical Centre
Kaliro,Bulamogi,Kaliro Medical Centre
Luuka,Luuka,BORCCH Medical Centre
Kaliro,Bulamogi,Kaliro Community
